name,imputer,scaler,is_tuned,best_params,cv_rmse,val_rmse,val_mae,val_r2,test_rmse,test_mae,test_r2
CatBoost (tuned),median,none,True,"{'depth': 4, 'learning_rate': 0.03, 'l2_leaf_reg': 3.0, 'cv_folds': 5, 'cv_rmse_std': 48.729790783020775, 'cv_mae': 226.29241496331824, 'cv_r2': 0.6578415700201026, 'best_iteration': 190}",347.9425811103779,398.19849890776527,249.02648843939156,0.6575890848190803,364.3472402277714,238.36018056652333,0.6185565219506036
