name,imputer,scaler,is_tuned,best_params,cv_rmse,val_rmse,val_mae,val_r2,test_rmse,test_mae,test_r2
CatBoost (baseline),median,none,False,"{'depth': 8, 'learning_rate': 0.05, 'l2_leaf_reg': 3.0, 'subsample': 0.8, 'colsample_bylevel': 0.8, 'best_iteration': 602}",,391.3907464743819,238.01741348475744,0.6691969763659799,351.77534497351746,226.84172512896504,0.6444259811482287
